OUT_ID	AO-Hands-Day11	AO-Hands-Day21	Bench-Day21	Bench11	Bucket-Water-after-dissection2	Bucket-Water1	Egg-Case0A	Egg-Case0B	Egg-Case0C	Egg-Case0D	Egg-Case16A	Egg-Case16B	Egg-Case16C	Egg-Case16D	Egg-Case26A	Egg-Case26B	Egg-Case26C	Egg-Case26D	Egg-Case30A	Egg-Case30B	Egg-Case30C	Egg-Case30D	Egg-Case33A	Egg-Case33B	Egg-Case33C	Egg-Case33D	Gill26A	Gill26B	Gill26C	Gill26D	Gill30A	Gill30B	Gill30C	Gill30D	Gill33A	Gill33B	Gill33C	Gill33D	GillAdult1	GillAdult2	GillAdult3	GillAdult4	Internal-Water0A	Internal-Water0B	Internal-Water0C	Internal-Water0D	Internal-Water16A	Internal-Water16B	Internal-Water26A	Internal-Water26B	Internal-Water26C	Internal-Water26D	Internal-Water30A	Internal-Water30B	Internal-Water30C	Internal-Water30D	Internal-Water33A	Internal-Water33B	Internal-Water33C	Internal-Water33D	KM-Hands-Day-11	KM-Hands-Day-21	MRC-Water-Cold3	MRC-Water-Cold4	MRC-Water1	MRC-Water2	Ocean-Water1	Ocean-Water2	Tail-Skin26A	Tail-Skin26B	Tail-Skin26C	Tail-Skin26D	Tail-Skin30A	Tail-Skin30B	Tail-Skin30C	Tail-Skin30D	Tail-Skin33A	Tail-Skin33B	Tail-Skin33C	Tail-Skin33D	Tail-SkinAdult1	Tail-SkinAdult2	Tail-SkinAdult3	Tail-SkinAdult4
Bacteria;Acidobacteria;Subgroup_9;uncultured_hydrocarbon_seep_bacterium_BPC066;uncultured_hydrocarbon_seep_bacterium_BPC066;uncultured_hydrocarbon_seep_bacterium_BPC066;uncultured_hydrocarbon_seep_bacterium_BPC066	0	0	0	0	0	0	0	5.5715	0	0	10.8	0	0	0	2.0522	1.9448	14.3111	4.9411	3.7815	0	11.6303	8.7812	0	3.5571	0	0	0	0	0	0	0	0	25.3638	0	4.1568	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.073	5.7987	0	0	0	0	0	0	0	0	0	0	0	46.9083	0	0	0	13.4745	0	0	0	0	0	0	2.8907	0	0	0
Bacteria;Acidobacteria;Subgroup_9;unidentified_bacterium_wb1_A08;unidentified_bacterium_wb1_A08;unidentified_bacterium_wb1_A08;unidentified_bacterium_wb1_A08	0	0	0	0	0	0	0	0	0	0	5.8065	0	0	0	0	0	0	0	0	0	5.902	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.3074	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5166
Bacteria;Acidobacteria;Thermoanaerobaculia;Thermoanaerobaculales;Thermoanaerobaculaceae;NA;NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.251	9.481	7.4808	0	3.7815	7.5751	8.3321	3.7503	2.3911	0	0	0	0	0	0	0	16.0356	0	0	14.9701	0	0	0	0	0	0	8.5041	28.5255	0	0	0	0	0	0	0	0	0	0	0	0	0	7.3768	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39.8773	0	2.0109	1.9325	0	0
Bacteria;Acidobacteria;Thermoanaerobaculia;Thermoanaerobaculales;Thermoanaerobaculaceae;Subgroup_10;Acidobacteria_bacterium_ADurb.Bin051	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.7646	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.6086	0	8.4697	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Acidobacteria;Thermoanaerobaculia;Thermoanaerobaculales;Thermoanaerobaculaceae;Subgroup_10;Acidobacteria_bacterium_WY11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.1141	0	0	4.8922	6.2491	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Acidobacteria;Thermoanaerobaculia;Thermoanaerobaculales;Thermoanaerobaculaceae;Subgroup_10;Holophaga_sp._WY42	0	0	0	0	0	0	6.5787	15.2768	0	0	11.8451	29.9946	0	0	21.7531	7.293	23.7433	13.3633	17.3034	8.0485	18.0531	8.0494	8.9001	0	0	0	0	0	0	0	0	0	0	0	0	3.2289	73.3634	141.0257	0	0	0	0	0	0	0	0	0	0	0	14.9031	8.7145	0	0	0	4.4286	8.3331	10.1728	0	0	9.8103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43.0902	0	0	36.15	0	0	0	0
Bacteria;Acidobacteria;Thermoanaerobaculia;Thermoanaerobaculales;Thermoanaerobaculaceae;Subgroup_10;NA	0	0	0	0	0	0	46.3645	0	0	0	15.5613	6.1561	0	25.6192	23.258	53.8473	56.1056	42.8975	60.9631	55.0768	55.2006	46.1012	18.9958	19.4024	0.8966	10.9825	0	0	104.6231	0	0	94.7018	93.4455	96.2361	9.1449	0	0	0	0	0	17.0082	19.017	0	0	0	0	0	0	33.9678	13.8386	19.0296	59.7384	10.2059	36.5109	37.0005	25.819	46.0064	0	33.2683	9.2653	3.222	0	0	0	0	0	0	0	0	0	183.2994	0	52.2941	0	0	0	86.1804	85.47	0	0	9.4263	0.341	0	1.9803
Bacteria;Acidobacteria;Thermoanaerobaculia;Thermoanaerobaculales;Thermoanaerobaculaceae;Subgroup_10;uncultured_Acidobacteriales_bacterium	0	0	0	0	0	0	0	0	11.8015	0	0	0	0	0	4.1043	5.4698	0	2.4705	3.2086	0	0	0	1.7269	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Acidobacteria;Thermoanaerobaculia;Thermoanaerobaculales;Thermoanaerobaculaceae;Subgroup_10;uncultured_Geobacter_sp.	0	0	0	0	0	0	0	0	5.033	0	0	7.8589	11.7273	0	10.8082	13.3706	17.7262	5.0534	13.6365	15.7813	0	5.0308	5.8448	1.6169	0	0	0	0	0	0	0	33.2736	0	0	0	0	0	0	5.7362	0	11.9058	0	0	0	0	0	0	0	0	24.2708	9.0702	0	0	9.2937	6.2858	8.3331	0	0	0	0	0	0	0	0	0	0	0	0	0	53.3049	0	0	0	0	0	0	0	0	0	0	4.9017	0	0	0
Bacteria;Acidobacteria;Thermoanaerobaculia;Thermoanaerobaculales;Thermoanaerobaculaceae;Subgroup_10;uncultured_Holophaga_sp.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.6189	6.3424	4.6042	0	1.4203	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.1079	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6027
Bacteria;Acidobacteria;Thermoanaerobaculia;Thermoanaerobaculales;Thermoanaerobaculaceae;Subgroup_10;uncultured_bacterium_gp10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.9257	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Acidobacteria;Thermoanaerobaculia;Thermoanaerobaculales;Thermoanaerobaculaceae;Subgroup_10;uncultured_deep-sea_bacterium	0	0	0	0	0	0	0	0	8.8511	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Acidobacteria;Thermoanaerobaculia;Thermoanaerobaculales;Thermoanaerobaculaceae;Subgroup_10;uncultured_sediment_bacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.2353	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5684	0	0
Bacteria;Acidobacteria;Thermoanaerobaculia;Thermoanaerobaculales;Thermoanaerobaculaceae;Subgroup_23;NA	0	0	0	0	0	0	0	0	2.4297	0	0	0	0	0	1.2313	0	0	0	3.5524	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.6339	0	0	0
Bacteria;Acidobacteria;Thermoanaerobaculia;Thermoanaerobaculales;Thermoanaerobaculaceae;Subgroup_23;uncultured_Holophaga/Acidobacterium_Sva0450	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0945	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Acidobacteria;Thermoanaerobaculia;Thermoanaerobaculales;Thermoanaerobaculaceae;Subgroup_23;uncultured_sediment_bacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.6263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.5823	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Actinobacteria;Acidimicrobiia;Actinomarinales;Actinomarinaceae;Candidatus_Actinomarina;uncultured_Acidimicrobiales_bacterium	0	0	0	0	35.6445	17.8633	0	0	4.1652	6.4755	0	0	0	0	0	0	0	0	0	5.9969	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.7642	0	38.4615	10.5899	30.1851	0	7.3142	0	0	0	0	0	0	0	0	0	0	0	14.6044	0	0.5464	8.3398	25.2824	0	27.2509	0	0	0	18.8344	10.1366	0	0	9.333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.3247
Bacteria;Actinobacteria;Acidimicrobiia;Actinomarinales;uncultured_actinobacterium;uncultured_actinobacterium;uncultured_actinobacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7541	0	0	0
Bacteria;Actinobacteria;Acidimicrobiia;Actinomarinales;uncultured_bacterium;uncultured_bacterium;uncultured_bacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.1965	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Actinobacteria;Acidimicrobiia;Actinomarinales;uncultured;NA;NA	0	0	0	0	0	0	34.93	8.4472	21.1732	1.9132	0	2.2267	0	6.6071	0.2736	4.3758	4.5535	1.6845	6.3026	6.3125	0	1.0062	4.6493	3.5571	0	0	0	0	32.1917	0	0	0	0	0	11.639	0	0	0	3.53	0	5.9529	4.3885	0	0	0	0	0	0	0	0	0	0	0	1.9915	1	0	2.3828	0	0	0	0	0	0	0	0	0	0	0	0	25.5864	0	0	0	0	0	0	20.0062	0	0	0	10.8088	0.6821	0	3.7023
Bacteria;Actinobacteria;Acidimicrobiia;Actinomarinales;uncultured;bacterium_enrichment_culture_clone_Anammox_20;bacterium_enrichment_culture_clone_Anammox_20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8509	0	0.5615	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Actinobacteria;Acidimicrobiia;Actinomarinales;uncultured;microbial_mat_metagenome;microbial_mat_metagenome	0	0	0	0	0	0	0	0	0	4.1208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Actinobacteria;Acidimicrobiia;Actinomarinales;uncultured;mixed_culture_isolate_koll13;mixed_culture_isolate_koll13	0	0	0	0	0	0	0	0	0	0	0	2.0957	0	0	0	0	2.4394	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Actinobacteria;Acidimicrobiia;Actinomarinales;uncultured;uncultured_marine_bacterium;uncultured_marine_bacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.0456	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Actinobacteria;Acidimicrobiia;IMCC26256;uncultured_Cellulomonadaceae_bacterium;uncultured_Cellulomonadaceae_bacterium;uncultured_Cellulomonadaceae_bacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18.2243	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Actinobacteria;Acidimicrobiia;Microtrichales;Iamiaceae;Iamia;Iamia_majanohamensis	10.4348	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.5604	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Actinobacteria;Acidimicrobiia;Microtrichales;Ilumatobacteraceae;Ilumatobacter;Ilumatobacter_fluminis	11.5942	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Actinobacteria;Acidimicrobiia;Microtrichales;Ilumatobacteraceae;Ilumatobacter;Ilumatobacter_nonamiensis_YM16-303	0	0	0	0	0	0	5.3257	0	0	0	9.1742	8.3828	3.8241	0	6.8406	8.3871	5.204	6.5133	3.6669	0	6.9435	2.1038	5.712	7.761	1.1954	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.7702	0	0	6.8646	0	0	0	9.7935	6.0468	29.4563	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21.1667	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Actinobacteria;Acidimicrobiia;Microtrichales;Ilumatobacteraceae;Ilumatobacter;NA	0	0	0	0	0	0	7.0486	0	0	0	0	0	0	4.0451	2.8731	0.9724	8.7818	0	6.3026	3.6297	0	5.0309	0	0	0	0	0	0	0	0	26.2806	0	9.3445	0	6.2352	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21.2902	4.2683	0	6.2552	15.2682	3.4286	0	5.1322	0	0	8.357	0	0	0	0	0	0	0	0	0	0	0	0	0	34.6487	0	0	0	29.785	0	0	0	0	0	0.5166
Bacteria;Actinobacteria;Acidimicrobiia;Microtrichales;Ilumatobacteraceae;Ilumatobacter;uncultured_forest_soil_bacterium	0	0	0	0	0	0	8.1451	2.5162	5.9008	0	0	0	0	0	0	0	0	0	0	0	0	0	0.797	0	0	0	0	0	0	0	14.2539	0	0	9.98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.2701	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.9017	0	0	0
Bacteria;Actinobacteria;Acidimicrobiia;Microtrichales;Microtrichaceae;NA;NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5802	0	0.7861	1.7189	0.4734	0	0	0	0	0	0	0	0	0	0	9.3541	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.4286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Actinobacteria;Acidimicrobiia;Microtrichales;Microtrichaceae;Sva0996_marine_group;NA	0	0	0	0	0	0	12.2176	0	0	0	0	14.8009	0	10.3825	18.3328	10.6965	20.003	3.032	8.4798	17.0438	9.0265	13.8121	10.2285	12.9349	1.9924	0	14.241	0	0	0	19.5991	76.7853	0	77.7017	1.6627	3.6902	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.5804	0	7.7368	14.9363	0	17.8958	18.146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.8853	0	0	0.4305
Bacteria;Actinobacteria;Acidimicrobiia;Microtrichales;Microtrichaceae;Sva0996_marine_group;hydrothermal_vent_metagenome	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.1955	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Actinobacteria;Acidimicrobiia;Microtrichales;Microtrichaceae;Sva0996_marine_group;metagenome	0	0	0	0	0	0	0	0	0	5.0038	0	0	1.0198	0	0.4104	0	0	0	1.2605	1.5782	0	0.2744	0	0	0	0	0	0	0	0	0	0	0	0	0	8.7642	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Actinobacteria;Acidimicrobiia;Microtrichales;Microtrichaceae;Sva0996_marine_group;uncultured_Acidimicrobiales_bacterium	9.5652	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Actinobacteria;Acidimicrobiia;Microtrichales;Microtrichaceae;Sva0996_marine_group;uncultured_Gram-positive_bacterium	0	0	0	0	0	0	0	0	0	3.8265	0	1.8337	0	0	5.062	4.1327	2.9273	4.3796	3.094	6.9438	11.1096	5.3968	9.83	0	0.9962	1.7809	0	23.8064	0	0	14.6993	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17.0321	0	0	0	4.3149	0	0	5.5904	0	0	8.5386	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	193.662	20.0062	0	0	0	0	0	0	0.5166
Bacteria;Actinobacteria;Acidimicrobiia;Microtrichales;Microtrichaceae;Sva0996_marine_group;uncultured_High_G+C_Gram-positive_bacterium_Sva0996	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.3254	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Actinobacteria;Acidimicrobiia;Microtrichales;Microtrichaceae;Sva0996_marine_group;uncultured_marine_microorganism	0	0	0	0	0	0	5.169	0	0	0	0	3.9294	11.345	8.8993	4.9253	8.8732	12.8474	2.9197	8.3653	6.9438	4.3397	16.1902	23.1137	25.2231	17.9315	31.4633	0	0	0	0	0	38.3926	49.3926	0	0	0	45.1467	0	2.6475	0	0	0	0	0	0	0	0	0	0	13.6257	13.8721	24.501	3.9507	26.8853	6.4287	15.4368	8.2482	0	0	0	0	0	0	0	0	0	0	0	0	51.1727	50.9165	0	0	40.4235	0	0	60.0185	28.49	0	0	0	0	0	0
Bacteria;Actinobacteria;Acidimicrobiia;Microtrichales;Microtrichaceae;Sva0996_marine_group;uncultured_organism	0	0	0	0	0	13.2534	0	0	0	0	2.3226	3.7984	0	0	8.4823	2.5526	4.7161	0	5.0421	0	14.2341	3.3844	1.9926	0	0	0	0	0	0	0	0	0	0	15.6829	0	0	0	0	0	0	0	0	2.0239	0	0	0	0	0	0	0	0	0	0	0	0	0	1.6496	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Actinobacteria;Acidimicrobiia;Microtrichales;Microtrichaceae;Sva0996_marine_group;unidentified_bacterium_wb1_P06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.6577	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Actinobacteria;Acidimicrobiia;Microtrichales;Microtrichaceae;uncultured;NA	0	0	0	0	0	0	0	0	0	0	0	15.5867	0	3.7755	0	4.1328	0	0	35.2944	19.4111	14.7549	20.3063	6.9076	18.7556	5.6783	0	0	39.6773	0	0	36.5256	0	0	0	0	0	0	0	0	0	0	0	0	0	46.3697	0	0	0	0	17.6709	0	1.3765	4.6091	36.5109	11.1431	23.4966	11.3641	8.1182	32.5513	20.529	0	0	0	0	0	0	0	0	647.0588	0	0	0	0	0	0	0	12.3115	0	0	6.7781	3.2678	0	0	0.3444
Bacteria;Actinobacteria;Acidimicrobiia;Microtrichales;Microtrichaceae;uncultured;uncultured_Acidimicrobiales_bacterium	0	0	0	0	0	0	0	4.3134	0	0	4.8774	0	4.334	0	7.3878	11.3043	10.7333	3.032	15.5845	10.5735	8.3322	8.7812	3.5866	4.5272	0	0	0	0	0	0	29.3987	0	0	41.3459	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.0031	0	8.2306	0	0	16.5296	4.2157	0	8.0303	12.3538	0	0	0	0	0	0	0	0	0	0	0	0	0	71.2223	0	44.0141	15.3894	10.36	0	0	1.8853	0	0	0
Bacteria;Actinobacteria;Acidimicrobiia;Microtrichales;Microtrichaceae;uncultured;uncultured_Gram-positive_bacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.9154	1.3371	7.6434	0	0	1.8938	2.2566	2.7441	2.9224	4.8506	0	0	0	0	0	0	0	0	0	0	0	7.8417	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.4568	6.6383	4.5715	0	0	0	0	11.2637	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Actinobacteria;Acidimicrobiia;Microtrichales;Microtrichaceae;uncultured;uncultured_actinobacterium	0	0	0	0	0	0	0	0	0	0	0	0	4.589	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Actinobacteria;Acidimicrobiia;Microtrichales;Microtrichaceae;uncultured;uncultured_marine_bacterium	0	0	0	0	0	0	2.9761	0	0	0	1.3936	0	0	0	2.4626	0	0	0.7861	0	8.9954	3.6453	3.2929	3.0553	0	0	0	0	0	0	0	0	0	0	22.0987	0	0	0	0	0	0	0	0	4.7224	0	0	0	0	0	0	1.4903	0	0	0	0	0	7.3768	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24.605	0	0	0	0	0	0
Bacteria;Actinobacteria;Acidimicrobiia;Microtrichales;Microtrichaceae;uncultured;uncultured_organism	0	0	0	0	0	0	1.8796	0	0	0	0	6.0252	0	0	0	3.7681	1.301	0	0	0	10.7624	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.2387	0	0	0	0	0	0	2.2912	3.0153	0	0	0	0	0	0	0	0	0	0	0	44.7761	0	0	0	69.2974	0	0	0	0	0	0	4.2732	0	0	0
Bacteria;Actinobacteria;Acidimicrobiia;Microtrichales;NA;NA;NA	0	0	0	0	0	0	0	5.5715	0	0	4.4129	0	0	0	3.5572	12.155	3.5777	0	2.2918	7.4172	13.5398	0	4.3836	0	0	0	0	0	0	0	0	0	21.359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18.8574	13.1144	15.0299	0	2.5812	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Actinobacteria;Acidimicrobiia;Microtrichales;uncultured;wastewater_metagenome;wastewater_metagenome	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.3476	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Actinobacteria;Acidimicrobiia;NA;NA;NA;NA	0	0	0	0	0	0	0	0	0	0	3.8323	0	0	0	0	0	0	0	2.0627	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50.3307	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Actinomycetaceae;Actinomyces;Actinomyces_graevenitzii_F0530	4.2029	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
